idnum,state,county,fips,floor,activity,county_id
5542,MN,MARTIN,27091,0,6.7,44
5543,MN,MARTIN,27091,0,7.5,44
5544,MN,MARTIN,27091,0,9.2,44
5545,MN,MARTIN,27091,0,0.5,44
5546,MN,MARTIN,27091,0,1.5,44
5547,MN,MCLEOD,27085,0,10.3,45
5548,MN,MCLEOD,27085,0,3.9,45
5549,MN,MCLEOD,27085,0,1.8,45
5550,MN,MCLEOD,27085,0,9.9,45
5551,MN,MCLEOD,27085,0,2.3,45
5552,MN,MCLEOD,27085,0,4.4,45
5553,MN,MCLEOD,27085,0,2.8,45
5554,MN,MCLEOD,27085,1,1.1,45
5555,MN,MCLEOD,27085,0,1.2,45
5556,MN,MCLEOD,27085,1,1.6,45
5557,MN,MCLEOD,27085,1,25.4,45
5558,MN,MCLEOD,27085,1,0,45
5559,MN,MCLEOD,27085,0,10.6,45
5560,MN,MEEKER,27093,0,2.3,46
5561,MN,MEEKER,27093,0,3.9,46
5562,MN,MEEKER,27093,0,7.2,46
5563,MN,MEEKER,27093,0,2.1,46
5564,MN,MEEKER,27093,0,3.2,46
5565,MN,MILLE LACS,27095,1,0.5,47
5566,MN,MILLE LACS,27095,0,5.7,47
5567,MN,MORRISON,27097,0,1.4,48
5568,MN,MORRISON,27097,0,2.1,48
5569,MN,MORRISON,27097,0,4.4,48
5570,MN,MORRISON,27097,0,2.4,48
5571,MN,MORRISON,27097,0,4.9,48
5572,MN,MORRISON,27097,1,3,48
5573,MN,MORRISON,27097,0,3,48
5574,MN,MORRISON,27097,0,2.8,48
5575,MN,MORRISON,27097,0,3.9,48
5576,MN,MOWER,27099,0,10.9,49
5577,MN,MOWER,27099,0,6.4,49
5578,MN,MOWER,27099,0,2,49
5579,MN,MOWER,27099,0,3,49
5580,MN,MOWER,27099,0,4.5,49
5581,MN,MOWER,27099,0,2.1,49
5582,MN,MOWER,27099,0,8,49
5583,MN,MOWER,27099,1,1.3,49
5584,MN,MOWER,27099,0,9.2,49
5585,MN,MOWER,27099,1,1.1,49
5586,MN,MOWER,27099,0,10.6,49
5587,MN,MOWER,27099,0,24,49
5588,MN,MOWER,27099,0,9.1,49
5589,MN,MURRAY,27101,0,12.1,50
5590,MN,NICOLLET,27103,0,8.1,51
5591,MN,NICOLLET,27103,0,10.8,51
5592,MN,NICOLLET,27103,0,4.2,51
5593,MN,NICOLLET,27103,0,15.7,51
5594,MN,NOBLES,27105,0,5.4,52
5595,MN,NOBLES,27105,0,6.2,52
5596,MN,NOBLES,27105,0,9.7,52
5597,MN,NORMAN,27107,0,8.1,53
5598,MN,NORMAN,27107,0,1.6,53
5599,MN,NORMAN,27107,1,1.6,53
5600,MN,OLMSTED,27109,0,6.4,54
5601,MN,OLMSTED,27109,0,4.4,54
5602,MN,OLMSTED,27109,0,11.2,54
5603,MN,OLMSTED,27109,0,10,54
5604,MN,OLMSTED,27109,0,4.5,54
5605,MN,OLMSTED,27109,0,8,54
5606,MN,OLMSTED,27109,0,2.3,54
5607,MN,OLMSTED,27109,0,3.2,54
5608,MN,OLMSTED,27109,0,5,54
5609,MN,OLMSTED,27109,0,4.1,54
5610,MN,OLMSTED,27109,0,1.1,54
5611,MN,OLMSTED,27109,0,2,54
5612,MN,OLMSTED,27109,1,1.1,54
5613,MN,OLMSTED,27109,0,2.9,54
5614,MN,OLMSTED,27109,0,2.1,54
5615,MN,OLMSTED,27109,0,7.8,54
5616,MN,OLMSTED,27109,0,3.8,54
5617,MN,OLMSTED,27109,0,2.5,54
5618,MN,OLMSTED,27109,0,2.9,54
5619,MN,OLMSTED,27109,1,1.7,54
5620,MN,OLMSTED,27109,0,2.5,54
5621,MN,OLMSTED,27109,0,9.4,54
5622,MN,OLMSTED,27109,1,0.6,54
5623,MN,OTTER TAIL,27111,0,2.7,55
5624,MN,OTTER TAIL,27111,1,1.1,55
5625,MN,OTTER TAIL,27111,1,2.1,55
5626,MN,OTTER TAIL,27111,0,12,55
5627,MN,OTTER TAIL,27111,1,12.6,55
5628,MN,OTTER TAIL,27111,0,3.2,55
5629,MN,OTTER TAIL,27111,0,4.2,55
5630,MN,OTTER TAIL,27111,0,3.8,55
5631,MN,PENNINGTON,27113,1,3.7,56
5632,MN,PENNINGTON,27113,0,5.8,56
5633,MN,PENNINGTON,27113,1,0.3,56
5634,MN,PINE,27115,0,4.1,57
5635,MN,PINE,27115,0,2.8,57
5636,MN,PINE,27115,0,1.9,57
5637,MN,PINE,27115,1,1.2,57
5638,MN,PINE,27115,0,1.2,57
5639,MN,PINE,27115,0,1.5,57
5640,MN,PIPESTONE,27117,0,9.4,58
5641,MN,PIPESTONE,27117,0,1.7,58
5642,MN,PIPESTONE,27117,0,12.1,58
5643,MN,PIPESTONE,27117,1,4.3,58
5644,MN,POLK,27119,0,6.9,59
5645,MN,POLK,27119,1,1.4,59
5646,MN,POLK,27119,1,2.5,59
5647,MN,POLK,27119,0,9.6,59
5648,MN,POPE,27121,0,3.8,60
5649,MN,POPE,27121,0,3.4,60
5650,MN,RAMSEY,27123,0,6.8,61
5651,MN,RAMSEY,27123,0,3.6,61
5652,MN,RAMSEY,27123,0,2.2,61
5653,MN,RAMSEY,27123,0,2.6,61
5654,MN,RAMSEY,27123,0,2.1,61
5655,MN,RAMSEY,27123,0,7,61
5656,MN,RAMSEY,27123,0,1.2,61
5657,MN,RAMSEY,27123,0,3.8,61
5658,MN,RAMSEY,27123,0,3.5,61
5659,MN,RAMSEY,27123,0,4.2,61
5660,MN,RAMSEY,27123,1,1.6,61
5661,MN,RAMSEY,27123,1,2.8,61
5662,MN,RAMSEY,27123,0,8.6,61
5663,MN,RAMSEY,27123,0,6.2,61
5664,MN,RAMSEY,27123,0,5.2,61
5665,MN,RAMSEY,27123,0,2.7,61
5666,MN,RAMSEY,27123,0,1.2,61
5667,MN,RAMSEY,27123,0,3.5,61
5668,MN,RAMSEY,27123,0,5.5,61
5669,MN,RAMSEY,27123,1,10.1,61
5670,MN,RAMSEY,27123,0,5.5,61
5671,MN,RAMSEY,27123,0,1.2,61
5672,MN,RAMSEY,27123,0,4.9,61
5673,MN,RAMSEY,27123,0,4,61
5674,MN,RAMSEY,27123,0,3.5,61
5675,MN,RAMSEY,27123,0,2.5,61
5676,MN,RAMSEY,27123,0,1.2,61
5677,MN,RAMSEY,27123,0,2.7,61
5678,MN,RAMSEY,27123,0,1.7,61
5679,MN,RAMSEY,27123,0,3.1,61
5680,MN,RAMSEY,27123,0,0.7,61
5681,MN,RAMSEY,27123,0,1,61
5682,MN,REDWOOD,27127,0,1.9,62
5683,MN,REDWOOD,27127,0,3.8,62
5684,MN,REDWOOD,27127,0,8.9,62
5685,MN,REDWOOD,27127,0,7.4,62
5686,MN,REDWOOD,27127,1,20.7,62
5687,MN,RENVILLE,27129,0,6,63
5688,MN,RENVILLE,27129,0,2.1,63
5689,MN,RENVILLE,27129,1,5.8,63
5690,MN,RICE,27131,0,9.7,64
5691,MN,RICE,27131,0,6.4,64
5692,MN,RICE,27131,0,4.6,64
5693,MN,RICE,27131,0,5.6,64
5694,MN,RICE,27131,0,19,64
5695,MN,RICE,27131,1,2.4,64
5696,MN,RICE,27131,0,3,64
5697,MN,RICE,27131,0,5.1,64
5698,MN,RICE,27131,0,7.7,64
5699,MN,RICE,27131,0,8.1,64
5700,MN,RICE,27131,0,4.7,64
5701,MN,ROCK,27133,0,8.4,65
5702,MN,ROCK,27133,0,1.6,65
5703,MN,ROSEAU,27135,1,6,66
5704,MN,ROSEAU,27135,1,1.1,66
5705,MN,ROSEAU,27135,0,11.4,66
5706,MN,ROSEAU,27135,1,4.3,66
5707,MN,ROSEAU,27135,1,3.6,66
5708,MN,ROSEAU,27135,0,10.3,66
5709,MN,ROSEAU,27135,1,3.4,66
5710,MN,ROSEAU,27135,0,3.1,66
5711,MN,ROSEAU,27135,0,3.6,66
5712,MN,ROSEAU,27135,0,2.7,66
5713,MN,ROSEAU,27135,0,4,66
5714,MN,ROSEAU,27135,1,1.2,66
5715,MN,ROSEAU,27135,1,1.7,66
5716,MN,ROSEAU,27135,1,4.2,66
5717,MN,SCOTT,27139,1,19.3,67
5718,MN,SCOTT,27139,1,9.1,67
5719,MN,SCOTT,27139,0,2,67
5720,MN,SCOTT,27139,0,11.4,67
5721,MN,SCOTT,27139,0,10.2,67
5722,MN,SCOTT,27139,1,2.1,67
5723,MN,SCOTT,27139,0,1.2,67
5724,MN,SCOTT,27139,0,3.2,67
5725,MN,SCOTT,27139,1,2,67
5726,MN,SCOTT,27139,0,4.3,67
5727,MN,SCOTT,27139,0,2.2,67
5728,MN,SCOTT,27139,0,5.4,67
5729,MN,SCOTT,27139,0,25.2,67
5730,MN,SHERBURNE,27141,0,5.1,68
5731,MN,SHERBURNE,27141,0,2.3,68
5732,MN,SHERBURNE,27141,0,3.2,68
5733,MN,SHERBURNE,27141,0,2.5,68
5734,MN,SHERBURNE,27141,0,2.8,68
5735,MN,SHERBURNE,27141,0,3.1,68
5736,MN,SHERBURNE,27141,0,1.6,68
5737,MN,SHERBURNE,27141,0,4.7,68
5738,MN,SIBLEY,27143,0,4,69
5739,MN,SIBLEY,27143,0,5,69
5740,MN,SIBLEY,27143,0,1.5,69
5741,MN,SIBLEY,27143,0,4.8,69
5742,MN,ST LOUIS,27137,0,0.8,70
5743,MN,ST LOUIS,27137,1,0.5,70
5744,MN,ST LOUIS,27137,0,2.4,70
5745,MN,ST LOUIS,27137,0,2.3,70
5746,MN,ST LOUIS,27137,0,4.6,70
5747,MN,ST LOUIS,27137,0,11,70
5748,MN,ST LOUIS,27137,0,14.9,70
5749,MN,ST LOUIS,27137,0,8.6,70
5750,MN,ST LOUIS,27137,0,4.5,70
5751,MN,ST LOUIS,27137,0,1.5,70
5752,MN,ST LOUIS,27137,0,3.9,70
5753,MN,ST LOUIS,27137,0,1.8,70
5754,MN,ST LOUIS,27137,0,1.6,70
5755,MN,ST LOUIS,27137,0,0.5,70
5756,MN,ST LOUIS,27137,1,0.4,70
5757,MN,ST LOUIS,27137,1,0.5,70
5758,MN,ST LOUIS,27137,0,8.7,70
5759,MN,ST LOUIS,27137,1,1.6,70
5760,MN,ST LOUIS,27137,0,1.4,70
5761,MN,ST LOUIS,27137,0,8.7,70
5762,MN,ST LOUIS,27137,0,11.1,70
5763,MN,ST LOUIS,27137,0,1.5,70
5764,MN,ST LOUIS,27137,0,1.1,70
5765,MN,ST LOUIS,27137,1,0.9,70
5766,MN,ST LOUIS,27137,0,0.7,70
5767,MN,ST LOUIS,27137,0,4.2,70
5768,MN,ST LOUIS,27137,0,3.4,70
5769,MN,ST LOUIS,27137,1,2.1,70
5770,MN,ST LOUIS,27137,0,2.9,70
5771,MN,ST LOUIS,27137,0,1.8,70
5772,MN,ST LOUIS,27137,0,1.8,70
5773,MN,ST LOUIS,27137,0,2.4,70
5774,MN,ST LOUIS,27137,0,1.7,70
5775,MN,ST LOUIS,27137,1,0.8,70
5776,MN,ST LOUIS,27137,0,11.7,70
5777,MN,ST LOUIS,27137,0,1.8,70
5778,MN,ST LOUIS,27137,0,2.8,70
5779,MN,ST LOUIS,27137,1,3.5,70
5780,MN,ST LOUIS,27137,0,3.6,70
5781,MN,ST LOUIS,27137,0,3.5,70
5782,MN,ST LOUIS,27137,0,3,70
5783,MN,ST LOUIS,27137,1,3.2,70
5784,MN,ST LOUIS,27137,0,3.1,70
5785,MN,ST LOUIS,27137,0,3.3,70
5786,MN,ST LOUIS,27137,1,1.7,70
5787,MN,ST LOUIS,27137,0,5.6,70
5788,MN,ST LOUIS,27137,0,3.4,70
5789,MN,ST LOUIS,27137,0,1.5,70
5790,MN,ST LOUIS,27137,0,32.2,70
5791,MN,ST LOUIS,27137,0,1.1,70
5792,MN,ST LOUIS,27137,0,2.1,70
5793,MN,ST LOUIS,27137,0,0.8,70
5794,MN,ST LOUIS,27137,0,1.5,70
5795,MN,ST LOUIS,27137,0,1.3,70
5796,MN,ST LOUIS,27137,0,3.1,70
5797,MN,ST LOUIS,27137,0,7.2,70
5798,MN,ST LOUIS,27137,0,1.4,70
5799,MN,ST LOUIS,27137,0,1.3,70
5800,MN,ST LOUIS,27137,0,1.5,70
5801,MN,ST LOUIS,27137,0,5,70
5802,MN,ST LOUIS,27137,0,2.3,70
5803,MN,ST LOUIS,27137,0,2.4,70
5804,MN,ST LOUIS,27137,0,1.2,70
5805,MN,ST LOUIS,27137,0,5.4,70
5806,MN,ST LOUIS,27137,0,1.1,70
5807,MN,ST LOUIS,27137,0,1.4,70
5808,MN,ST LOUIS,27137,1,7.2,70
5809,MN,ST LOUIS,27137,0,1.1,70
5810,MN,ST LOUIS,27137,0,3.3,70
5811,MN,ST LOUIS,27137,0,3.2,70
5812,MN,ST LOUIS,27137,0,1.5,70
5813,MN,ST LOUIS,27137,0,3.6,70
5814,MN,ST LOUIS,27137,0,0.8,70
5815,MN,ST LOUIS,27137,0,1.6,70
5816,MN,ST LOUIS,27137,0,1.4,70
5817,MN,ST LOUIS,27137,0,2.7,70
5818,MN,ST LOUIS,27137,0,3.3,70
5819,MN,ST LOUIS,27137,0,0.9,70
5820,MN,ST LOUIS,27137,0,0.6,70
5821,MN,ST LOUIS,27137,0,2,70
5822,MN,ST LOUIS,27137,0,1.9,70
5823,MN,ST LOUIS,27137,0,0.9,70
5824,MN,ST LOUIS,27137,0,5.4,70
5825,MN,ST LOUIS,27137,0,1.5,70
5826,MN,ST LOUIS,27137,0,3.1,70
5827,MN,ST LOUIS,27137,0,1.8,70
5828,MN,ST LOUIS,27137,1,0.9,70
5829,MN,ST LOUIS,27137,0,3.3,70
5830,MN,ST LOUIS,27137,0,1.7,70
5831,MN,ST LOUIS,27137,0,3.1,70
5832,MN,ST LOUIS,27137,1,0.7,70
5833,MN,ST LOUIS,27137,0,4.3,70
5834,MN,ST LOUIS,27137,0,1.4,70
5835,MN,ST LOUIS,27137,0,1.8,70
5836,MN,ST LOUIS,27137,0,1.5,70
5837,MN,ST LOUIS,27137,1,2.2,70
5838,MN,ST LOUIS,27137,0,2.4,70
5839,MN,ST LOUIS,27137,0,2.7,70
5840,MN,ST LOUIS,27137,0,1.7,70
5841,MN,ST LOUIS,27137,1,1.1,70
5842,MN,ST LOUIS,27137,1,1.8,70
5843,MN,ST LOUIS,27137,0,0.2,70
5844,MN,ST LOUIS,27137,0,2.2,70
5845,MN,ST LOUIS,27137,0,4.6,70
5846,MN,ST LOUIS,27137,0,2.1,70
5847,MN,ST LOUIS,27137,0,2,70
5848,MN,ST LOUIS,27137,0,0.7,70
5849,MN,ST LOUIS,27137,0,6.4,70
5850,MN,ST LOUIS,27137,0,3,70
5851,MN,ST LOUIS,27137,0,2,70
5852,MN,ST LOUIS,27137,0,0.9,70
5853,MN,ST LOUIS,27137,0,3.3,70
5854,MN,ST LOUIS,27137,0,1.8,70
5855,MN,ST LOUIS,27137,0,1.8,70
5856,MN,ST LOUIS,27137,0,2.2,70
5857,MN,ST LOUIS,27137,0,4.3,70
5858,MN,STEARNS,27145,0,7.5,71
5859,MN,STEARNS,27145,0,6.4,71
5860,MN,STEARNS,27145,0,8.3,71
5861,MN,STEARNS,27145,0,2.1,71
5862,MN,STEARNS,27145,0,3.3,71
5863,MN,STEARNS,27145,0,1.3,71
5864,MN,STEARNS,27145,0,5,71
5865,MN,STEARNS,27145,1,1,71
5866,MN,STEARNS,27145,0,7,71
5867,MN,STEARNS,27145,0,5.7,71
5868,MN,STEARNS,27145,0,10.1,71
5869,MN,STEARNS,27145,0,6.6,71
5870,MN,STEARNS,27145,1,2.6,71
5871,MN,STEARNS,27145,0,3.3,71
5872,MN,STEARNS,27145,1,1.5,71
5873,MN,STEARNS,27145,0,5,71
5874,MN,STEARNS,27145,0,7.4,71
5875,MN,STEARNS,27145,0,14.5,71
5876,MN,STEARNS,27145,0,1.8,71
5877,MN,STEARNS,27145,0,7.4,71
5878,MN,STEARNS,27145,0,2.6,71
5879,MN,STEARNS,27145,0,3.7,71
5880,MN,STEARNS,27145,0,1.9,71
5881,MN,STEARNS,27145,1,2.2,71
5882,MN,STEARNS,27145,0,5,71
5883,MN,STEELE,27147,0,7.3,72
5884,MN,STEELE,27147,0,3.7,72
5885,MN,STEELE,27147,0,2.9,72
5886,MN,STEELE,27147,0,4.4,72
5887,MN,STEELE,27147,0,8.4,72
5888,MN,STEELE,27147,0,5.1,72
5889,MN,STEELE,27147,0,3.6,72
5890,MN,STEELE,27147,0,1.5,72
5891,MN,STEELE,27147,0,8.6,72
5892,MN,STEELE,27147,0,10.6,72
5893,MN,STEVENS,27149,0,8,73
5894,MN,STEVENS,27149,0,4.5,73
5895,MN,SWIFT,27151,0,3,74
5896,MN,SWIFT,27151,0,2.4,74
5897,MN,SWIFT,27151,0,1.5,74
5898,MN,SWIFT,27151,0,4.8,74
5899,MN,TODD,27153,0,6.8,75
5900,MN,TODD,27153,0,2.1,75
5901,MN,TODD,27153,1,6,75
5902,MN,TRAVERSE,27155,1,2.9,76
5903,MN,TRAVERSE,27155,0,6.7,76
5904,MN,TRAVERSE,27155,0,19.3,76
5905,MN,TRAVERSE,27155,0,4,76
5906,MN,WABASHA,27157,0,5.9,77
5907,MN,WABASHA,27157,0,9,77
5908,MN,WABASHA,27157,0,8.4,77
5909,MN,WABASHA,27157,1,1.1,77
5910,MN,WABASHA,27157,0,3.1,77
5911,MN,WABASHA,27157,0,11.5,77
5912,MN,WABASHA,27157,0,9.6,77
5913,MN,WADENA,27159,0,2.9,78
5914,MN,WADENA,27159,1,0.7,78
5915,MN,WADENA,27159,1,3.2,78
5916,MN,WADENA,27159,0,4.7,78
5917,MN,WADENA,27159,0,4.8,78
5918,MN,WASECA,27161,0,0.4,79
5919,MN,WASECA,27161,0,9.3,79
5920,MN,WASECA,27161,0,1.7,79
5921,MN,WASECA,27161,1,0.9,79
5922,MN,WASHINGTON,27163,0,10.2,80
5923,MN,WASHINGTON,27163,0,7.7,80
5924,MN,WASHINGTON,27163,0,2.2,80
5925,MN,WASHINGTON,27163,0,6.5,80
5926,MN,WASHINGTON,27163,0,12.2,80
5927,MN,WASHINGTON,27163,0,4.6,80
5928,MN,WASHINGTON,27163,0,6.2,80
5929,MN,WASHINGTON,27163,0,6.5,80
5930,MN,WASHINGTON,27163,0,2.8,80
5931,MN,WASHINGTON,27163,0,1.9,80
5932,MN,WASHINGTON,27163,1,1.2,80
5933,MN,WASHINGTON,27163,0,2.4,80
5934,MN,WASHINGTON,27163,0,1,80
5935,MN,WASHINGTON,27163,1,1.2,80
5936,MN,WASHINGTON,27163,0,1.6,80
5937,MN,WASHINGTON,27163,0,0.8,80
5938,MN,WASHINGTON,27163,0,1.7,80
5939,MN,WASHINGTON,27163,0,4.7,80
5940,MN,WASHINGTON,27163,1,1.7,80
5941,MN,WASHINGTON,27163,0,3.3,80
5942,MN,WASHINGTON,27163,1,0.8,80
5943,MN,WASHINGTON,27163,0,9.8,80
5944,MN,WASHINGTON,27163,0,5.3,80
5945,MN,WASHINGTON,27163,0,8.5,80
5946,MN,WASHINGTON,27163,0,1.9,80
5947,MN,WASHINGTON,27163,0,6.6,80
5948,MN,WASHINGTON,27163,0,3.8,80
5949,MN,WASHINGTON,27163,0,5.9,80
5950,MN,WASHINGTON,27163,0,4.9,80
5951,MN,WASHINGTON,27163,1,2.5,80
5952,MN,WASHINGTON,27163,0,10.7,80
5953,MN,WASHINGTON,27163,0,2.4,80
5954,MN,WASHINGTON,27163,0,2.1,80
5955,MN,WASHINGTON,27163,0,4.7,80
5956,MN,WASHINGTON,27163,0,3.7,80
5957,MN,WASHINGTON,27163,0,13.4,80
5958,MN,WASHINGTON,27163,0,2.9,80
5959,MN,WASHINGTON,27163,0,4.3,80
5960,MN,WASHINGTON,27163,0,3.8,80
5961,MN,WASHINGTON,27163,0,1.8,80
5962,MN,WASHINGTON,27163,0,1.5,80
5963,MN,WASHINGTON,27163,0,1.8,80
5964,MN,WASHINGTON,27163,0,1.3,80
5965,MN,WASHINGTON,27163,0,6.6,80
5966,MN,WASHINGTON,27163,0,20.4,80
5967,MN,WASHINGTON,27163,0,6,80
5968,MN,WATONWAN,27165,0,13.8,81
5969,MN,WATONWAN,27165,1,10.2,81
5970,MN,WATONWAN,27165,1,5.7,81
5971,MN,WILKIN,27167,0,9.3,82
5972,MN,WINONA,27169,0,3.4,83
5973,MN,WINONA,27169,0,4.1,83
5974,MN,WINONA,27169,0,11.6,83
5975,MN,WINONA,27169,0,7.2,83
5976,MN,WINONA,27169,0,4.7,83
5977,MN,WINONA,27169,1,1.8,83
5978,MN,WINONA,27169,1,0.7,83
5979,MN,WINONA,27169,0,4.7,83
5980,MN,WINONA,27169,0,10.2,83
5981,MN,WINONA,27169,0,11.3,83
5982,MN,WINONA,27169,0,7.6,83
5983,MN,WINONA,27169,0,11.8,83
5984,MN,WINONA,27169,1,0.5,83
5985,MN,WRIGHT,27171,0,6.7,84
5986,MN,WRIGHT,27171,0,5.3,84
5987,MN,WRIGHT,27171,0,3.1,84
5988,MN,WRIGHT,27171,0,2.1,84
5989,MN,WRIGHT,27171,0,7.3,84
5990,MN,WRIGHT,27171,0,5.1,84
5991,MN,WRIGHT,27171,0,2.2,84
5992,MN,WRIGHT,27171,1,2.3,84
5993,MN,WRIGHT,27171,0,15.9,84
5994,MN,WRIGHT,27171,0,9.5,84
5995,MN,WRIGHT,27171,0,6.4,84
5996,MN,WRIGHT,27171,0,4.5,84
5997,MN,WRIGHT,27171,0,5,84
5998,MN,YELLOW MEDICINE,27173,0,3.7,85
5999,MN,YELLOW MEDICINE,27173,0,2.9,85
